this app is really cool because that way i can watch the movies i want,app is good for movies,1
can not even get to where the error code shows,getting enter code 83,0
it works very badly.,app service is bad,0
app to watch ads rather than the video that too paid,good app to download videos,0
zoom idea for a new feature - where you can join 2 meetings at once and,,
"mute one or the other, toggle back and forth!",want to add background feature,0
i use it with friends and family it great,use it with friends and family,1
"excellent, with small failures in the transmission, we know not directly",,
related to you,facing transmission issues,1
never used it but its is first time but it is pretty good,use it with friends and family,0
wifi>cellular and cellular>wifi hand-off is hopeless.,want to connect to audio device,0
"however, the episodes are available via the website.",unable to load the episodes list,0
i already bought a premium and still getting distributed by unnecessary ads,,
!,getting ads despite paying for subscription,1
"total thanks, it allows me to do yoga classes with my son",good for yoga,1
only 30 episodes of bluey are showing despite it saying 51 per season are,,
available. there are over 40 episodes missing,episodes are missing,1
will not even open up just get the loading circle what a joke,app keeps loading indefinitely,0
i really enjoyed our interview!,good app for conducting online meeting,0
"oh, and sometimes it takes a lag.",video lags a lot during live matches,0
i was worried about the fact that it was difficult to hear the sound.,unable to hear sound,1
"does not work anymore, useless",unable to use app,0
text,reason,label
groovy app has all the disney throwbacks from when i was child like disney,,
channel original movies like brink and johnny tsunami knowing i can share,,
these memories wit the next generation make it all the more special for me.,app is good to watch disney content,1
i woke up one morning to find disney+ paused. i have tried 10 or more times,,
to get it off of pause. i have finally decided that i am done trying. i do not,,
"deserve the aggravation & frustration. as for the shows, i enjoyed them",,
while i had the program/app.,want to cancel subscription,0
I am not sure i even want hulu anymore.,want to cancel subscription,0
"not able to recharge single time. hotstar requests recurring payment, and",,
there is no option to limit it,hotstar user experience is bad,0
i love everything that disney has to offer and am very happy i can watch it,,
whenever and wherever i can.,app is good for movies,0
watch list has no ability to filter how its viewed. lots of content is amazing,,
but because the navigation and user interface are very complicated it,,
makes for a very frustrating interaction. watch list is ordered by newest,,
content saved to it so anything added with a significant time gap will take a,,
fair amount of time to reach. my biggest complaint is that it is not very,,
friendly when it comes to multitasking apps. very unfriendly app. they are,,
very vague with what the info for updates,unable to use app,0
"it has a good image, they are movies that you enjoy",good picture quality of movies delivered,1
"last update broke the app entirely. after the app-opening animation, it just",,
sits on a blank hulu background. utterly useless as is. luckily i have a smart,,
"tv so i can still use the service, but the app needs fixing as soon as",,
possible. it is been a month+ since the last update. fix it! (pixel 5),reinstalling app does not solve the issues,0
why do i have to rewatch ads?,getting ads despite paying for subscription,0
"it does not let me be able to register to participate, i do not know if the",,
application is bad or what problem it will have because every time i try to,,
register it says its data is incorrect when it is not haci.,want to register,0
"zoom i can not pke background on hp, already updated",want to change virtual background,0
thank you very much for the good conversation.,good app for conversation,0
i just downloaded the app and i did not even access my account and it is,,
giving an error 83 what do i do to get back to normal? and you are showing,,
up to talk to a central but i can not,unable to login,1
I have been trying to sing out an stop payment because i can not even log,,
in because some one else used my email so I am stuck throwing money out,,
every month just because i do not know the log in an can not reset it . all,,
tho they quick to take your info,unable to login,1
been trying to record zoom meetings and it fails.,meeting gets disconnected,0
with this new version of the app i am getting nothing.,unable to open app since the last update,0
the best app to watch movies and series,good for watching movies and serials,1
"now it is a horrifying, incomprehensible jumble, which makes meetings",,
"difficult to find, and creates stress.",want to enter meeting room,0
"so, it is good and all but for some reason every time i try to close the small",,
"zoom window, it reopens zoom entirely instead of closing the small window",want to use the app,0
"used to be better, but the advertisements are getting more and more",,
frequent,getting ads frequently,1
"content is great, app sucks. barely works most of the time",app is not good,1
"my phone is burning or my wi-fi is not moon jae, but why is it constantly",,
disconnecting?,unable to cast video from cell phone to tv,0
so do not use this app you can use alternative sites to download and watch,,
ur favorite.,good app to download videos,0
when sharing screen the audio of the video you are sharing does not speak,,
on other peoples phone,want to send audio,0
app is not working on samsung s21+,app does not work on samsung devices,1
omg i love it,good to watch shows,0
"zoom is a god send, it allows you to meet and socialize with your family and",,
"other groups of associates easily, you can watch movies together on screen",,
share and get a totally immersive experience. thank you zoom.,good app for connecting with people,1
we love and support you disney+.,app is good with lots of shows,0
please provide some scripts like netflix.,want playback speed control option,0
"hello, 07/27/22: the application still does not work on a tablet but in addition",,
it no longer works on my phone! paying for a service not rendered is just,,
"abuse. on netflix and prime, everything works.",unable to connect to internet,0
there is a transmission problem with chromecast to tv,unable to stream on chromecast,1
very good. at ease because it has been a means of communication and,,
"effective above all to continue working on human, spiritual, family and",,
professional development. sat nam. blessings,good for communication,1
the app will not open internet i tried everything that says te i also called live,,
support but it did not happen my money was garbage.,unable to connect to internet,1
it is so helpful and useful but sometime it is a little bit jamp,facing network connection issues,0
bad does not update,want to download update,0
text,reason,label
video quality & audio are very much clear. thank you zoom,audio and video quality is good,1
it does not open . take many time but not open and if open but loading not,,
working,unable to use app,0
i watch disney+ on my phone at home very often and so i have to use my,,
"data to be able to open the app, it is very annoying.",unable to use app,0
"mrs_aerolec @wfvanvalkenburg @zoom it's got to work, there's a problem.",,
i can throw money at the zoom problem to get more cpu (80%,,
improvement) and no fan at zoom to get around their bloat and,,
"corresponding noise. tho technically i could with teams also, just pay for a",,
zoom subscription if i was saddled with it.,zoom server crashes,0
"the same line over and over again ""the connection with disney+ is not",,
"possible.""",unable to connect to disney+,1
but now it is charging much megabyte data for downloading single serial,,
episode in low quality also.,videos download time is slow,0
ho best apk for watching movies..,app is good for movies,1
"do not know why netflix gets better entertainment, you would think there",,
would be a platform that has it all.,app service is better than netflix,0
cannot connect! maybe a solution?,unable to connect to the server,0
does not work on nvidia shield.,unable to play videos,0
"now, i am having a difficult time signing into meetings.",want to enter meetings,0
I am a star wars fan,good for watching star wars and marvel movies,0
best video conference platform,good for video conferencing,1
excellent movies and the best thing is that they are always adding new,,
ones,need to update with new movies,0
excellent quality in meetings.,good quality of meetings,1
good app. it is help to study a lot. i already gave feedback but why it does,,
not download,want to update zoom app,0
need to have the option to increase the brightness of the screen,want screen brightness adjust option,1
the shows they feature are decent. it is just that the price per month is quite,,
high.,subscription plans are expensive,1
suitable for discussing tasks or things that make it easier,good app for conducting online meeting,0
"i can not register at all, it fails as soon as i register",want to register,0
but this thing has not been able to load for what seems like several months,,
at this point.,app keeps loading indefinitely,0
"very good source, amazing tv shows and movies",good for watching movies and serials,1
"i was charged the monthly fee and i do not have access to the content, i",,
asked for a refund and they did not approve it.,want a refund,1
"i can not download the app, paid for and unable to use it",unable to use app,1
I have been trying to download it for 2 hours and it goes.,want to download the app,0
it is being a great app so far.,good app for conducting calls,0
does not work in russia,app is unavailable in ukraine,0
I have been trying to update the app and it is not working.,want to update zoom app,0
I am not able to use the app.,unable to use app,1
anyone able to help with a corporate account?,want to create account,0
"hello, i need to be charged for the service",unable to use the service,0
"it does not appear on my disney app account, and it does not appear on",,
kakao pay.,unable to connect to disney+,0
"moreover, i am logged in on the iphone and when i try to log out of my",,
"account, i also give a network error.",want to login,0
hotstar subscription done for 365.days but still advertisement is continuing,,
"while watching movies, do not pay yearly otherwise you will also get",,
"harrsed as i am getting by disney hotstar, they do not keep there word's",,
after getting payment. fake application fake developers..,getting ads despite paying for subscription,1
"after signing in, all i get is a blank screen. seems like a common theme",,
around here.,getting blank screen after logging in,1
"there is one more thing, and it is difficult to hear the voices of people who",,
are loud.,sound quality is delayed,0
"I am sad to see where disney is going, unfortunately.",disney plus is bad,0
shit crap crap interrupts the movies it loads every time fix that,video freezes while playing,0
realy nice app it let us me watch all latest ott movies without downloading,,
the movie itself,app is good for movies,1
my apps is not working.,unable to use app,1
subtitles there but subtitles or not so want to still subtitles timelife well.,subtitles are delayed,0
the only lazy thing is that it takes up to a week to download a movie.,videos download time is slow,1
the quality is good but wasteful quota that is why i love 3 stars if it is,,
wasteful me kasi 5 star,messaging function is not working,0
text,reason,label
bring greens big city adventures and owl house did not come any kind,,
please,want another season for owl house,0
great app for meetings,good app for conducting online meeting,0
i am facing a download problem.,facing issues with downloads,1
why do movies not dubbed in turkish in some,want subtitles,0
and the length of ad is disgusting.,getting ads frequently,0
still interested in virtual events?,good app for conducting online classes,0
"i would like to try it as a guest without any clauses, free for 3 days, but that",,
is not possible either!,subscription plans are expensive,0
I have been waiting for 2 weeks for disney to fix because every time i enter,,
it tells me (disney does not respond) it is not my device that happens on all,,
"devices, so I would like you to fix that.",unable to connect to disney+,0
"I have been a disney fan for as long as i can remember, so it is worth",,
"paying for the content, but at the same time i do not know if it is worth it that",,
much because the application seems to be created in 1810.,unable to use app,0
"excellent content, although somewhat limited, many marvel series are",,
missing.,good for watching movies and serials,0
everything works perfectly and perfectly for me. i can easily find and play,,
everything on the go. i can even watch on the subway. advertising is,,
"actually not worth mentioning, because i do not get much out of it. i am very",,
satisfied with the app and watch disney on tv with hotspot and am,,
absolutely thrilled and satisfied with it. my children also check in more often.,,
keep it up.,app is good to watch disney content,1
"the app downloads, but it does not start.",unable to use app,1
the app does not even open anymore,unable to use app,1
"oh, very good things, but on cell phones it crashes until it restarts because i",,
close the application and it puts me to log in again and when i do not have,,
internet i can not see the my downloads,mobile app crashes frequently,1
great movies for the family,app is good for movies,0
"the application is nice but there are some shortcomings, for example, no",,
video acceleration.,video and picture quality is bad,0
"I am a big fan of disney and i love this app that is it is all disney related, well",,
a little,app is good to watch disney content,1
the app does not work in 3 different phones after wifi (as the only one).,,
"throughout the month, she pulled mobile data",unable to use the app on wifi,1
"the app is good, very good picture quality but the amount of advertisment is",,
too much like if we rewind we get to see 3 ads and if we forward then also,,
we get to see 3 ads. so my request to the developer is to improve this,,
"problem, that is all.",too many ads in app,1
"app jas been glitchy for a while and now will not load, might as well cancel if",,
i can not watch anything,app is crashing,0
reverts to the store for the app.,reinstalling did not work,0
"you can not see all the bluey episodes, you have to let them just play",,
through. what else have we missed - i would not mind but we are paying,unable to get next episode button,0
also it is widely used by many social media creaters to create content,,
together online.,good for virtual interaction,0
and app data erased but could not get any further.,facing connection problems with the app,0
zoom meetings be like.,good app for conducting online meeting,0
can't change profile to new email address (confirm email being sent to old,,
email add).,want to change email address,0
no whereto complaint resolution.,unable to communicate with customer service,0
add a feature to edit and change the name.,want to modify subtitles,0
downloads will not play properly.,unable to download,1
i can not watch a lot of videos always writes me that error code,unable to play videos,1
also after a phone call interrupts a zoom call the sound goes away and i,,
have to leave the meeting to get it back.,want to hear sounds from behind,0
i hope to increase the speed adjustment setting.,want double speed playback,0
it is a wonderful application that mainly takes me back to my childhood with,,
"all the disney classics and disney channel series, but also with a great",,
diversity of well-established program .,good to rewatch classic disney content,1
currently locked out of my zoom account because the verification email is,,
"somewhere in the ether, but not in my inbox or in my spam folder.",want to login,0
the app is good and i see a good future for it when it comes to playing,,
"everything well, but when you download a series or movie it takes a lot of",,
"time and steals the same space on your cell phone, which is super",,
annoying because in reality it would have to waste the space of the app but,,
"the rest quite well, there are also missing series like yeng long western",,
dragon and brandy and mr. whiskers,facing connection problems with the app,0
I will uninstall as soon as the monthly subscription end.,want to cancel subscription,1
text,reason,label
"i see zoom now offers the ability to ""keep the chat going"" once the zoom",,
meeting ends.,good app for conversation,0
"the platform is fine, good content, it just does not allow you to regulate the",,
playback speed and at the start it takes too long to start,want playback speed control option,0
"zoom is above standard size, how to adjust.",app performance needs improvement,0
have premium and still get ads,getting ads despite paying for subscription,1
"can not even log in, paid and not being able to watch.",unable to play videos,1
horrible on tv always crashing,video is crashing,1
if i stop an episode I am the middle of the show?,unable to load the episodes list,0
a better app really we do our prayers around here,app has improved,1
my favorite app [?][?][?],good for spending time,0
"sportsdoc4you @zoom hi, can you please let us a good time to connect?",good for building relations through zoom,0
ads play fine of course.,too many ads in app,0
it is a good platform.,app has very good content,0
please explain why i cannot find live channels on my android tv hotstar app,,
but can on my mobile device.,unable to access live tv,1
"i like the old version, way more stable and have avatars, backgrounds &",,
filters.,previous version was better,1
i keep trying to schedule a meeting and keep getting sent back to the login,,
page.nothing seems to work.,want to login,0
playing 6 ads in place of 2 ads stopping subscription soon !,getting ads despite paying for subscription,1
"terrible service, how can you charge us for the app and it does not work.",unable to use app,1
"when i open the app, on my tv or phone, it plays in french, so i have to",,
constantly change the language back to english and restart the programme,,
"every time, but then french subtitles are turned on even though on the",,
"settings, it says off! how can i permanently start with english, with no closed",,
caption subtitles? this is getting very annoying,unable to view subtitles clearly,0
worst app does not load at all sometimes,unable to use app,1
"for little as $16 a month, you can subscribe to @zoom.",want to create account,0
"live tv channel like star plus , picture quality is very poor even at high speed",,
internet connectivity. some time it became very blury. video playback,,
setting is set to 1080p . it runs without buffering but compromised picture,,
"quality. this issue is only for live tv, otherwise it is perform well.",video and picture quality is bad,1
hotstar subscription done for 365.days but still advertisement is continuing,,
"while watching movies, do not pay yearly otherwise you will also get",,
"harrsed as i am getting by disney hotstar, they do not keep there word's",,
after getting payment.,hotstar user experience is bad,0
can not open in huawei,want to start application,0
from technical support i found out that you need to delete everything and,,
download from above.,reinstalled the app multiple times due to frequent issues,0
one of the best apps out there,app is good with reasonable price,0
additionally (and this is the worst) even though i pay for espn+ they black-,,
out content in my market.,unable to watch espn+,0
shows 2-3 ads at a time even after subscription. also sometimes there is a,,
"pop up ad at the bottom, it is so irritating.",getting ads despite paying for subscription,1
even after paying shows advertising..,getting ads despite paying for subscription,1
"hulu is great, and the price is fair.",app has very good content,0
more filters could add to the capability,want to use background and filters,0
"g'day zoom, any chance you're planning a fix for this?",zoom is slow,0
one of the agents from hulu told me i could not stream through my,,
chromecast sticks & would have to purchase roku and firesticks for all tvs.,unable to use app on the tv,0
"the application stays as if it were loading but it never shows anything, that",,
has not happened to me with prime or hbo.,unable to play offline videos,0
have not been able ro use app in over a month.,unable to use app,1
zoom please make closed captioning a default setting. thank you.,unable to switch virtual background,0
an error message pops on the tv and i have to recast everything.,unable to use app on the tv,0
will not autoplay next episode or an option to do so and a lot of disney,,
shows and movies are not on which is crazy to me,unable to auto play next episode,1
hamare video dar par hostar ke video download nahin ho rahe hain,good app to download videos,0
"easy to use, signup video conferencing tool with high video and sound",,
quality,good for video conferencing,1
"good app, lots of choices. prefer more docus about serial killers.",app is good with reasonable price,0
"very good, in addition to being good and an app that can bring you",,
childhood memories for example: i watched a lot of little princess sofia and,,
now i can watch it again. very good i recommend it.,app has good content for whole family,0
we're excited to share the launch of the affinity meetings app for zoom to,,
bring our customers a solution for video communications!,good app for conducting online meeting,0
text,reason,label
I am watching many good movies and shows,good for watching movies and serials,1
too many version updates!,updates are too frequent,1
i have to host meetings,want to host meeting,1
the speed you'd expect from someone like zoom. funny you expect the,,
"dev's t&c to specify an sla for replying to messages, but you don't follow",,
your own 72h uch is life in big corpo #zoom #wearebigdontcare,zoom app is slow,0
the application does not work i try to open it on my phone and it just puts,,
charging for hours it has to fix that,unable to use app,1
this has to be solved as soon as possible as it is affecting the videos I am,,
recording for my business.,video quality is poor,0
helloitsolly @podia @linkedinuk @zoom hi helloitsolly if you're looking for,,
"an easy way to get your audience to connect & engage, you should check",,
us out! our browser-based platform comes equipped with all the core,,
features to make your event lively & interactive. see how we stack up:,good app for connecting with people,1
ah i love it,good to watch shows,0
desapointed with the constant advertisement coming again and again.,getting ads frequently,1
it is free version gives a good 40-minute experience for a user.,want to increase meeting time limit,0
"it does not play the picture on my smart tv, only the audio.",unable to hear audio,0
flying out to record a hybrid conference. full setup video coming.,,
@nanukcase @zoomsoundlab @zoom @blackmagic_news @djiglobal,good for managing meetings,0
"97 billion dollar compamy btw, and they can not even make a functioning",,
app.,app is not good,0
android and zoom have released updates that reversed very important,,
"features, and simply taken their sweet ass time not addressing it.",mobile version of zoom does not have features,0
"it does not work for me, when i open it it tells me error",unable to use app,0
simply waste app more than add comes in one movie more than tv telecast,,
movie,unable to play offline videos,0
literally impossible to upgrade your subscription.,want to cancel subscription,0
app crashes or gives error 83,getting enter code 83,0
easily the trashest streaming service on the face of the earth.,worst app for streaming,1
one of the most incredible apps I have ever seen,good for entertainment,0
the connection is always of good quality.,good for connectivity,1
"on android, background playback is not possible, and it may not be possible",,
to play,unable to use app,0
the application is 4 days old with error code 83 and i did not open it please,,
solve the problem,unable to use app,1
uninstalled reinstalled and still nothing,reinstalling did not work,1
"at first i could trick it and log in through the widget, but no longer.",want to login,0
"since i downloaded two or three videos to watch on vacation, it takes a long",,
time to load or it does not load directly.,loading time is slow,1
lot of adds . can not see subtitles because of the adds,unable to view subtitles clearly,1
this app promotes the abuse of children,app promotes homosexuality,0
i purchased the subscription last year and returned it because of app,,
"crashes which are, thankfully, absent now.",want to cancel subscription,0
the app is good but it should have the option of mirroring the screen,,
included since many phones do not have that option thanks,video quality is good,0
one of the best apps I have ever had.,good for entertainment,0
meetings: zoom + calendly the integrations with zoom and calendly are,,
seamless and widely adopted in the wfh and entrepreneurial spaces. makes,,
it easy to connect and schedule.,good app for conducting online meeting,0
you are getting flooded with 1 star reviews because your android app is,,
glitchy!,app is not working consistently,1
i do not know why the app does not work for you.,unable to use app,1
"very unstable app on both platform, mobile and android tv. hangs mostly",,
and unable to sync the content with browsing speed. autoplay of trailers is,,
buggy feature.,app is slow compared to other platforms,0
"in general, it is very good.",use it with friends and family,0
but i can not open my mic or camera,want to turn on camera,0
i would like to point out the nonsense of having to enter a code to view the,,
app from the smart tv! but the point of making everything so complex? log in,,
with the simple email and password? if you can not do it with a simple qr,,
code like the others!,have to sign in with tv provider as well to use the app,0
very slow. it take 10/15 minutes to start downloaded video.,videos download time is slow,1
it just keeps running the it is working circle ut no progress.,unable to use app,0
i think zoom provides better video quality and features as compared to,,
skype or google meets.,skype is better,0
text,reason,label
"i've attempted to join a zoom workshop only to find i cannot because zoom,",,
"uniquely, pitches hysterical fits over eduroam (not an issue i have with jitsi,",,
or any other service).,want to login,0
very good with different kinds of movies and series to suit everyone,good for watching movies and serials,1
when my finger touches fingerprint sensor the screen starts lagging while I,,
am watching stuff.,screen turns black after playing video,0
"i would like to see cartoon series like kick buttowski, greens, owl house and",,
doraemon brought in as well.,good for watching movies and serials,0
literally impossible to upgrade your subscription. i hate you hulu. I have,,
spent over 30 minutes with my husband going in circles on the app and on,,
the website (both on my phone and computer) and we absolutely cannot,,
find a way to upgrade or delete our subscription.,want to cancel subscription,0
even with excellent signal coverage.,facing network connection issues,0
"the quality of the content is good, however, being from only one company, it",,
"becomes a little limited, even more so if you do not have a fondness for",,
"specific content, you also need to have a good internet package to avoid",,
pauses and enjoy the service in the best way.,app is slow compared to other platforms,0
very confusing idk what to do I am send my friends the wrong thing so idm,,
how i feel about it other wise its a good app,messaging function is not working,0
"too heavy and too slow. beautiful contents, but apps to be absolutely",,
improved,app is slow compared to other platforms,0
one of the worst ott app.,app is not good,1
i am using android tv version.,mobile app is bad,0
error code 83 no solution anywhere they disgrace you with your money,getting enter code 83,0
just installing the app made my samsung a13 phone twitch out. i was not,,
"even using zoom, but it made other apps unusable. garbage code writing.",,
"when i tried to put it on a different phone and even upgraded to pro, the",,
payment processing was almost impossible to use. profoundly bad,,
experience.,facing network connection issues,0
"this is the only app that i have to turn my tv volume up to 70%. of course, i",,
forget this when i switch apps and proceed to blast out my tv speakers. so i,,
"try closed captioning. i use a help tip to get synced, which regrettably does",,
"not happen automatically. when i hit an ad, cc continues with show",,
"dialogue. have to stop, restart casting but the show restarts the commercial",,
"break length later. so I am hitting back, back, back then oops, i hit the ad",,
again. back to zero.so much work!,app is crashing while watching videos,0
"always deleted and changed the password, now they are creating profiles",,
with a pin.,unable to enter profile pin,0
the best app in the world,good for entertainment,0
best streaming platform because payment possible with google play c not,,
like netflix or amazon,good for streaming,1
i hate you hulu.,worst app for streaming,0
i have already used it for meetings and it is very good excellent every 2,,
times a week very good i recommend it,good app for conducting online meeting,0
i can not reinstall it i do not know why it was canceled,want to reinstall the app,0
"my favorite movies are here, marvel.",good for watching marvel movies,1
i just want to put my picture,want to change user image,0
very received with the der. series released for 6 months only 6 episodes i,,
"stop and i come back if its change, pure scam, there are tired of these",,
"estreming site or app, far from performing a lot of errors and not always",,
obvious to cast on tv. and.,missing some episodes and seasons,0
the relaunch of the series from the home screen is going back a few,,
episodes -- quite like it does not save that more have been watched.,unable to continue the episode,0
this app is the hardest app to first of all get into and used if you have to use,,
this you have to get a code from the sender then you have to download the,,
information and then you also have to make sure that you get that,,
downloaded in a timely fashion or they have to resend you more codes not,,
worth it,app is not easy to use,1
annmtaylor61 @martinjc it was indeed great to catch-up and have a bit of a,,
chat after all those online ppsp zoom meetings.,good app for conducting online meeting,0
app not successful playing download video buffering many time & download,,
options not show in my mo. i am not sure ! this app features,video keeps buffering,1
going to the next episode is long.,unable to get next episode button,0
"no, I am off duty trying to zoom with my friend, but it is wrong, and the",,
garbage app,want to install app in mobile,0
and i even made sure to fast forward to the very end so it would have no,,
choice but to restart and it just goes to the end of the episode when i go to,,
watch it again please fix it.,unable to navigate through different episodes,0
"zoom is very useful for me, where i meet people, we can talk, talk on days,",,
review each other.,good app for connecting with people,1
it also allows me to cache some movies so i do not spend mb.,good for downloading movies for offline,0
why can not i update the zoom cloud meetings app? adam kaluza,want to update zoom cloud meetings,1
text,reason,label
great for rewatching movies,app is good for movies,0
zoom why on earth do i have to update zoom to the latest version before,,
joining a meeting? i often be late for several minutes because of this stupid,,
check. do your engineer know how to make a backward compatible,,
product?,updates are too frequent,0
unfortunately not as good a user experience as ms teams,microsoft teams is better,1
"awesome app, great movies.",app is good for movies,1
zoom should inform us in advance to update.,want update notifications in advance,1
app will not open at all. i just get a blank screen. it dies this often. i,,
uninstalled and reinstalled. no luck,unable to use app,1
"keeps saying ""location timeout"" even trying to load.",app is slow to load,0
useful for video calling.,good app for conducting video calls,1
it will not load movies,unable to load movies,1
his updates are long time consuming,updating app is time consuming,1
"there is a lot of classic programs and episodes missing such as zorro,",,
"disneyland, mickey mouse club, and many others",good for watching movies and serials,0
"the app no longer works, it stays on the loading screen!",unable to use app,1
uhmm. i just want to rate it 5 stars even i did not use it yet coz,want to turn on video,0
one star because lately all I am getting is the twirling circle trying to load,,
either the menu or if by chance it got that far then watching the circle,,
waiting for a movie to start. very frustrating. the app was great in the,,
"beginning, but now.eh",facing connection problems with the app,1
good reception and clear audio.,good quality of sound,1
pls help.the green square is there while sharing the screen.,want to share screen,1
i face tha problem video automatically exit the videos,unable to play videos,0
the content is great.,good for streaming,0
"its assessment is bad, very bad.",app is not easy to use,0
had to update to inform this is no longer functioning on my device.,unable to open app since the last update,0
i have like 6 different services that i chromecast on to my tv and they all,,
work flawlessly but this nonsense you got here is glitchy af!,unable to stream on chromecast,0
therefore app is not usable,unable to use app,1
"28.99zl per month worth it. better as netflix. a lot of well-known classics, but",,
there are also novelties. swap worth the money.,better than netflix,1
i can log in and choose an account but all i get is a blank screen.,getting blank screen after logging in,1
register for this virtual town hall at and join us on @zoom.,want to enter meetings,0
this cannot be read in your native polish language.,want to use ukrainian language,0
#NAME?,,
when you go out in zoom for a while.,want the app to run in background with picture in picture video,0
the movies and shows load quickly and with good video quality.,good app for watching shows,0
it will not let you open the application,unable to use app,1
it is just a horrible experience using the app,unable to use app,0
i can not hear any sound at all.,unable to hear sound,1
"it does not work on my phone, and when i try to get help, I am told i can not",,
get help because I am not a registered user!,poor quality of the application,0
app size is big for devices with limited storage and the id on a different,,
device seems to lose itself.,app is too large in size,1
"it is unclear what it is like, which are just empty empty circles that do not",,
"open in error codes, you see on the screen.",app shows black screen,0
the app obviously does not download and it sucks,app is not easy to use,0
the app will not load,unable to use app,1
not loading on my phone right,unable to use on phone,1
the most worst app i have ever use,app is not good,1
"this app,s manager was so poor so he mad this shiti costless app please",,
tell him we are not happy with this we like bgmi,poor quality of the application,1
I am having trouble getting in,want to login,0
this is my school app.,good app for students,0
"zoom services brought to you by jettipnet #avgeek time: july 24th, 2022 05:",,
00 pm pdt 08:00 pm edt,data consumption is high,0
"it would be nice to be able to watch a series, without the episodes being",,
"muted every 15 seconds, or the sound bugging at the same rate, forcing",,
you to close/reopen the application or the episode.,want playback speed control option,0
will not load up on galaxy s22 ultra.,app does not work on samsung devices,0
a lot of good movies on here that are not available elsewhere.,missing some movies,0
my new video is out now on zoom new #whiteboard.,new zoom feature is good,0
text,reason,label
i imagine i could find something cheaper than $85+/month anyway.,better than cable,0
best of the best,video quality is best,0
nice app for study,good app for students,1
overall the app is good but the fact that on the ipad you can not create and,,
manage breakout rooms is ridiculous at this point.,want to open multiple rooms simultaneously,0
keeps loading than error code,app has frequent loading issues,0
amazing pictures and could not ask for anything more.,good quality of pictures,1
"the content is good but the security is bad, it does not allow you to see the",,
devices that use it or sign out where you do not want me to use your,,
account. nor does it have the function of deleting continuing to watch,unable to watch on smart tv,0
will not let me download movies it says error 83,unable to download movies,1
"I am going to cancel the subscription, it needs to get more.",want to cancel subscription,1
"content is great, app sucks.",app is not good,1
"i came for the disney content , they cud put some effort to fixing thier apps",,
too.,unable to use app,0
very good for meetings.,good for virtual meetings,0
"i think the application is good, i can watch my movies and series only",,
"around the 70 soles, something that my parents could not buy movie",,
"tickets. there is no more problem, since my family uses disney+, there are",,
times when an error comes out that i can not watch my series or movies,,
because the maximum number of users that only 4 can watch at the same,,
time is being used. and it may be that they remove the limit and if not you,,
can even raise the limit a little to about 5 users.,app is good for movies,1
i cannot really understand the purpose of not being able to record the zoom,,
"meeting from mobile and tablet, but only from desktop. it is really something",,
inconvenient.,want to share zoom conferences,0
tenchical problems it keeps saying error code 42 I have never had this,,
problem for as long as i was using this app and for what i see everyone else,,
is having issues disney+ should ry to figure out what the problem is.it works,,
on my phone but not my laptop,facing error 39 issue while using the app,0
"it is a little slow, but it has a lot of billboard to take advantage",too many ads in app,0
unfortunately disney+ does not run on my tablet. error or 83. since my son,,
"is an account owner, i do not know what to do? I am a guest seer.",unable to connect to disney+,1
ashkbne @viber @skype @zoom yeah. i have a mac. zoom phone didn't,,
seem like an option for just simple calls to any number.,viber is better,0
it is a good service,good quality of service,1
it is incredible that a company like disney has such a pitiful platform.,unable to use app,0
"overall, I would rate the app mostly good with great content. the most",,
annoying ui challenge on galaxy tab 10.1 is that the device screen controls,,
"(previous screen, home, or app history list) overlap with the app playback",,
controls and thus i can not exit a video without it jumping in the video's,,
timeline,facing connection problems with the app,0
i am happy for meeting.,good app for conducting online meeting,0
"you can not hear people in meetings, the interface is incredibly slow even",,
with a good mobile phone. they should fix it,facing network connection issues,0
very good as i thought,video quality is good,0
to pay for the right to watch 5 mins of a movie for every 1 minute and 30,,
seconds of commercials is aggravating and absurd. i constantly consider,,
this to be a waste of money. while i feel slightly powerless with so little,,
number of alternative options. i am canceling my subscription.,getting ads despite paying for subscription,1
nice apps valo laglo,android version is good,0
she is appearing remotely via @zoom.,want to create account,0
"the application is good, only that at times it has drawbacks and is useless",,
"but i recommend it, it dropped 3 stars",messaging function is not working,0
great movies and shows to choose from.,good for watching movies and serials,1
i unsubscribed not for the content but because of the application that is,,
"constantly bellowing. either it loads, or it is a black screen or cuts. I am tired",,
"of reinstalling every time, if only it worked after but no.",unable to unsubscribe,0
disney please fix this so i can download my shows before i travel.,unable to connect to disney+,0
there is an issue with streaming on one plus nord 2 ce.,unable to play videos,0
"very bad, the application because it always takes time to load and",,
"particularly for 1 week it will not let me enter the application, it just shows",,
that it is loading.,app is slow to load,1
"very good afternoon i subscribed for my pc everything is fine, i wanted to",,
connect on my mobile and they told me that i had to subscribe and they,,
charged me again i want a refund they bought me twice terrible,unable to unsubscribe,0
"like you, i can not conceive of 'no.zoom'.",want to use zoom,1
"it does not open, it just keeps loading and nothing to open the application.",unable to use app,1
text,reason,label
"I have been a disney fan for as long as i can remember, so it is worth",,
"paying for the content, but at the same time i do not know if it is worth it that",,
much because the application seems to be created in 1810. improve app,,
"quality please, faster, more dynamic.",unable to use app,0
"fantastic! great movies, cartoons and series!",good for watching movies and serials,1
"i do not understand people who put less than 4, the app is good, it has a lot",,
"of movies to watch, and they do not charge you so much so 5 stars, do i",,
recommend a series?,app is not good,0
